sqft,bedrooms,bathrooms,age,distance_to_center,price
0.07660907045165961,0.008783654898147817,-0.2376833169609843,1.598321807641033,0.7335478135058658,100147.68821999278
-1.3011092663913453,-0.4598592623151402,-0.4296349785275087,0.48060859334734735,1.4465632912513675,99923.75913770343
-0.6888855425754056,-0.2215132629521239,-0.02230028371805305,0.9567031863856584,0.5169465157483709,99995.0192041639
0.3556689485632294,0.34756161380355205,0.08669769941439659,-0.39719531614598763,-1.1022697404558555,99953.56794805429
-1.5646221273358043,-0.918019061638965,0.0923767916399243,0.4484854541964401,-0.1585376924164567,99879.9838464593
1.3289333195354096,-1.3122191934314063,0.6220699903060487,1.4313667818311835,1.0817667276728287,100197.76507841387
1.1815677164191463,0.53102609489421,0.1488768039176911,-2.624817056374112,2.549009708717722,99904.98367551688
-0.33781509419140304,-0.5587958188849573,-0.31207193205273287,-0.22549342333463607,0.29551169159033874,99869.00959432509
-0.6314370274831833,-0.5180690194750568,-0.3009803123932219,-1.7982147394091075,-2.2235741679371968,99698.86043517076
0.19686123586912352,-1.9596701238797756,-1.3281860488984305,-1.2208436499710222,0.2088635950047554,99663.14754065184
0.7014947819247145,0.0340080962281468,-1.3650217954266353,0.9578396311082676,-0.7908817916945654,99994.4694242758
-0.7725687487562407,-1.3327773974796497,-0.3494393272169559,0.3883120054234496,1.2495049007061587,99970.38890606735
-1.5975991695954321,0.664927162301741,-0.9245641143780999,-0.5152183938082427,1.5301951988633513,99856.6014613516
1.7409414865969908,-0.6078238926156243,-1.765387587029974,1.3281660539573328,-0.5042980158126232,100089.70458118507
1.7106133725819253,-1.067802921579193,0.9503075919735757,-1.616310608436588,-1.053682419146354,99968.10618098707
0.8760467925297942,-0.8892408282283243,0.9553005582377528,0.8691545924968965,-0.4555395260238707,100097.98162952505
-1.2070216478572156,1.2769653860881878,0.33802348110170816,1.4185313451480366,-2.4878086565350794,100143.73396413896
-1.8936146669537857,-0.7924199209999613,-0.3079615296390403,-0.6751782749743815,-0.14451867071551783,99779.05464304498
-1.5311075025557221,-0.22939074406802776,-0.04347694981386243,1.0473177066214483,1.1695899924277735,100074.25310095002
2.2887906608802893,-0.22694246613792435,0.4000000056135664,1.0522111559570586,0.09743411029730303,100285.99113449594
-0.47875857152168855,-0.8463597198869729,-0.5849076534177698,0.2783486346446696,-0.5092133625991345,99864.25234342577
1.0653762722596027,0.4385792909210054,-1.3700266273644293,1.2272738220812627,-1.210160502980885,100109.77579986243
-0.5641961798604865,-1.0069273609451441,0.04782531978468294,-0.9511843703879561,-0.34182182024613555,99857.68666285976
-0.7330329955239894,0.20232879642280202,1.631856899089109,-1.2693304965466992,1.7025146581296056,100013.33052269106
-0.5309969550018176,2.4553001399108942,-0.637739984251316,0.4924512640081491,0.2891686439078181,100083.16898949018
0.028775564080998586,0.8569755369827861,-0.06844649266641564,0.9784578056665502,-0.8105286298216263,100172.67084270614
-0.35807944617931886,1.1818900425588936,-0.06644897530945597,0.38142561753434195,0.9972655676588726,100122.58210267946
-0.20447122098612153,-1.151014083619507,0.38632331781156,-0.29660745906979835,0.241321934916781,99972.5800856991
-0.4836171395554367,0.16540366029970424,-1.3820175686924376,0.7031425422200039,0.5332073178993125,99907.9658863657
0.31149085879778987,0.7330542814659985,-1.8927621775900518,0.803154742614022,0.23962751823899794,99980.68917474824
-0.5505870670007066,1.3025903967862316,0.1376619408680461,-1.1370328831474874,-0.8218148284213459,99898.96550369108
0.3225046602899047,-1.127263792554147,-1.1569413972294713,0.39946937260218507,0.31047275418075143,99863.76854433349
0.06008599461516361,0.8875039674140593,0.7608466543114778,0.6715311717290534,1.5280313593878327,100215.96820168101
-1.0385438208439723,-2.9069882193216414,-0.3748220566218061,0.8419836954521269,-0.36920720044744615,99812.14572896385
0.11053531747394013,-0.9855396007209299,-0.9697437196346744,0.24365722370271442,-1.0902084067994298,99896.85786373176
0.8816397569494505,-1.081548003614395,1.6871416350725648,-1.4222537095976742,-0.6465728842425266,99947.22258479371
-1.0513099116393445,2.067906338163552,-1.8316822472060261,-1.1738799644089726,-0.19793772898468187,99763.68917518889
0.5925269492011831,1.2083662305931424,1.0240625258114624,2.006092888159123,2.061503576636398,100416.44005717139
0.6844504776364279,0.05786404742675647,-0.2655926332624114,1.2019316695395432,0.00878844263207182,100127.9923063849
0.7708022199879712,-0.8015275901045416,-0.34718649511226246,-0.497961846817842,-0.5125341106465501,99862.05204988168
-0.7424705856980482,-0.622649361734452,0.1946074552372427,0.043602446372453724,1.695051040430753,100032.64542089033
1.336657357758983,-0.8954279609250417,-1.33656850031492,-0.7708188027286894,-1.2783526288023244,99853.32414402408
-0.29045391622778904,0.03239621368357873,1.4622546040347288,-1.1630426502846019,-0.41342377063644137,100004.62373801597
2.0102045387663496,0.334456789987025,0.6585442726728304,-0.38770155993598415,0.28586539072490497,100165.53992088996
0.5597904479310398,0.3801978510059632,0.6105857452838231,0.17770100093325383,-1.3353443587101013,100076.79798750473
0.5907443355103258,-0.016568409822520076,0.6833245115160919,-0.4842583519308302,-0.04592882874016064,100024.27681174387
-0.07906734186455629,-0.9849931258170151,0.1986800095474069,0.02263085267686914,-1.4055630538562867,99918.97802835783
-0.27681329988892067,-1.1032083657216831,-0.221253623585772,-1.9663565893760018,2.056207129940322,99796.33824286725
-0.18667896231344497,-0.02203486400427045,1.1218615047942522,1.071080500402805,-2.0744863510163114,100163.0664192027
-0.41361566562964275,-0.8049664808525608,-0.38769991640856116,-1.1410085097527383,-0.1115088271429437,99774.02656530851
-2.712612563810438,-0.6737901056594764,0.9575371632797675,1.0829999385168685,-1.0763811874020583,99969.97207813777
-0.13418021067692457,-0.03989438375171192,-1.4042395662615887,-0.4806479414882414,2.5393816227828614,99881.939488854
-0.8935950137191204,-0.4765514232192414,-1.3045894438004726,0.9838523436061467,0.1258865305766578,99963.8978702975
-0.1671217137864115,0.8604734883597454,-0.5830774385689385,0.30740669780910074,0.8157372125392968,100022.66458362479
0.6982233136135899,0.05963036992017413,-0.6469367777055739,1.3993554365860021,0.9246336829127688,100147.37447201747
-0.18490213644298903,-1.251113576385303,0.924027019206901,-0.3095464393139903,0.326133022242118,100016.8164891101
0.30767665340111383,0.9577916144729056,0.20760335140062577,-0.6076463453734726,-0.1373109657888796,100010.71000295608
-0.06003754168856451,1.1839874431968893,0.3418252139549665,-0.6129832712706895,-0.05704116685294176,100035.58741646029
