satisfaction,performance,years_at_company,overtime,distance_from_home,num_projects,monthly_income,attrition
-0.24070580278382503,-0.07520332107744382,-0.02697055975832785,0.4158094747199904,0.24506444054404986,-0.9033414668207936,0.7961950555235322,0
2.3918460307427853,1.4568607415522912,0.20500513760463845,-2.6102920858015235,0.19538342675620957,0.4492829228917805,1.0335474942865,1
0.31256382386768233,0.6035098262053731,3.027756269464437,-2.7902333389612,1.8224532112202514,-1.090598317530639,1.2048900045648132,0
-0.9462607847076847,-1.1195957478962524,1.2151497787122192,1.4245252989335102,-0.21075266612211108,-1.337631364311723,-1.204587880590936,1
-0.6008790898921339,0.53410214521926,-1.6019308327559028,-1.6743256943134412,3.223841972924934,0.5944184180006451,2.701216397712348,1
0.2972126746748396,1.039751161731082,6.1168453383154935,-3.9641525417270946,0.7515855889242209,-1.166622904225358,0.5751529749186706,0
-1.6424311832540295,-0.4099641246197183,-1.2909966075830512,2.1005401050237116,-0.35183236344532487,-0.501851507970734,1.068591697418328,0
2.7012543068566983,2.1231548946921963,1.744293283315429,-3.949889177662488,0.4095533813896337,-0.07873402025646459,2.0481706737899934,0
1.849215033284837,0.4117510127270672,-2.481979441286815,0.09172755232300375,-0.9219002459271814,1.3884069250806634,-0.734976598674139,1
-1.9664837846457177,-0.5253222861669875,1.8821218010586271,-0.40565778068752567,2.0210601029377204,-1.2441664146927296,1.0528516523582767,1
2.3947856728113335,0.6063101317363593,-0.5556912471033066,-1.3646382041502765,0.8126677542867482,-0.840972698543879,0.7797791302442433,0
-1.6252767538570387,-1.4823810332394183,1.0323781111905366,0.5074337976735702,2.2127093526277344,-1.1839166961970014,-0.7948309047592729,1
0.31476052173384317,0.7692349689878644,1.6700105004154295,-1.398537586798375,0.35915835486552106,-0.9475847676994552,1.5416686528467678,0
-1.1043983923281429,-0.7555332177803927,-1.4843110051502522,0.861203025639873,1.6637343568385035,-0.20971123198777275,0.46673078048329686,0
-0.610555672531353,-0.006695464107879872,-3.0444674957942834,-0.8663393561395635,2.7209280688151405,2.12410914525445,0.8360427464249107,1
0.050422379761766,0.7860825942953258,4.299859691319577,-1.1486540671691505,-1.458211135407043,-1.6684216135908636,0.6717918698970602,0
0.026475346291002566,-0.6808046639764812,0.5911052922645846,-0.8271734309968919,2.205602184986538,-0.6979098167743147,-0.445096166805379,0
2.44064017059821,2.2856525350694388,0.43617313641208,-3.556078553890999,0.36896930127721317,0.5067954589976074,2.6294312781564884,0
2.778422454850675,1.7463506277546994,-0.34904312205305166,-2.2161012151431407,-0.22990148103584818,-0.12632003682418635,1.9175211037260926,0
0.5524336500437921,-0.933272246010842,-2.27406924670466,0.7602793808012942,1.7011844596738481,-0.3915313572599699,-0.5362882936944438,0
-0.6714954514935823,-0.626448470541141,1.7935627289483689,-1.009107863553547,2.545595554493068,-1.5669281318913262,0.4231615728836725,0
-0.5697529650554902,-0.9257278638269997,0.32679441345905647,0.400269408003968,1.04225611094221,-0.5081333399356123,-0.9495985681506004,1
-2.3488746294977725,0.35898138414326697,-2.2170069490984936,2.3580782476237476,-0.917240963987358,0.009368776128565903,2.9427989770365794,0
1.598589031615743,-0.67793993190188,1.056774200720508,-1.0874862968516654,2.825143176132495,-3.0327785638299156,0.32191284518458163,1
3.8370996779048907,2.30144427389296,-0.23533871199860623,-2.4795486239373163,-1.9374175848878967,0.750415659549516,1.0979361954013651,1
0.6553215341673435,0.20284911767913738,1.9381867947530707,-1.337208781811237,1.1010132059967808,-1.7255133679582102,0.86529020662909,0
-1.9720205091662484,-1.96188162226724,-0.08190387687752088,1.843594845068915,0.30103397522754805,0.9972280056235758,-3.3840828333096034,1
0.8630745737775561,0.8703129098131106,1.1156970572818878,-2.110546827090112,1.0496950752442138,-0.3947298639954042,1.3933731325622931,0
0.0776107175523506,0.16795683006575746,3.846122103213089,-2.8097472283650835,1.7710414971524786,-0.8599091321038326,-0.07070313492167779,0
-2.601012378160142,-1.0856939000012245,-0.7169577787954415,3.864663669331421,-1.832483069825673,-0.8831468314186283,-0.08225398762312297,0
-0.944661094978971,-1.4643308568966713,1.1338892690878857,1.2241441173833323,0.6286745673364491,-1.3496699242556918,-1.6168787529414723,1
1.255011195543346,-1.588192611377548,1.3929059258625092,0.20631433643129454,2.1793051517599187,-3.4173064399288546,-1.369179461728128,1
-0.2721078194376728,0.13879831198205556,1.0004940622029677,0.009844469389915757,-0.09566624193608486,-1.0190860918430156,0.8221782898334927,0
2.2580647078662093,1.151775222891513,4.180196987147193,-2.3086507818314983,0.10524356454109862,-3.923078509102843,2.2325076857406514,0
2.0463331526179904,1.1437531800563783,3.520351113609508,-3.4754853365990783,0.9710411250200397,-1.5274817789843333,1.032154075425312,0
1.175416486354869,-0.13052943711360207,1.9252357639758388,-0.3467012745991391,1.0501044131633113,-3.7821248239261527,1.4166715631726117,0
-3.410200069073059,-1.0813791813861149,1.1579344600566297,1.6985465931455273,-0.29271534179382885,0.5071467784436037,-0.907787028519523,1
1.9263658512950248,1.3700787483577772,-1.6376505154863432,-1.5303074638133936,0.8004291237946695,-0.1968948346181354,2.614948602577769,1
-2.5487061069557493,-1.2615500107415798,-1.5767804754974084,1.1949421962981892,2.3777505122511164,0.4349273115166361,0.14695300839030656,0
-1.4994312384075634,-0.5956393237124981,-1.136566566105902,-0.35668611408090833,1.9851787935012073,1.8039886726588046,-0.5484498228067158,1
