tenure,monthly_charges,total_charges,num_contacts,service_calls,payment_delay,contract_type,family_members,churn
-1.399670775271612,-0.22012539121165586,-1.6359344398464368,-0.006000508383008807,-1.406480163337583,-0.31493120445677236,0.2567099615696521,1.0892107429149362,1
-0.46838349086526904,-0.7195669249005929,-0.4301165838864057,-3.409354787717325,1.5845166996605013,-2.3850203590589425,1.2638585363355421,-2.3239014026734512,0
1.4038718476475582,-0.9964462436805722,-0.6914771404520242,-0.2480941003904985,-1.053227794510126,-0.943899970158324,-0.7214932504176169,-1.7715570746033764,0
-3.7550394304544823,-0.06644947673458834,-2.859357785253782,-0.7086816966590985,2.0644303368489045,0.1923494372733245,0.2718333682969343,0.5235671432599593,1
-1.6501448066813518,-0.8199297064381948,-1.8217345493194161,-0.1814423414016546,1.5362217189285214,0.28231134724378704,0.44322799917621003,0.009051006624680946,1
1.3778744013036193,-3.415402222799105,-1.3982372064419621,0.30019603961998076,0.6498831733362502,-0.10802756183050587,2.4077807041774983,-0.725875983596669,1
-2.0077750978782496,1.7445208791965618,0.2115063412034779,-2.330990574263961,-0.01840341144941693,-1.769758674397998,1.0470350655187344,0.09029454556417538,1
1.8188293024458828,-2.663789275262957,-1.2001627622464943,-1.984555671200251,1.0436695711582495,-2.330527929030528,1.630740265880108,-3.86387248835617,0
-2.509805215787317,-1.7196756110889528,-3.075543192946608,0.5520302270978634,1.1774942162719872,0.41312409008902856,2.7214786823176857,1.2881460046009177,1
0.26281194493022925,-0.8462500683455476,-1.348678238735019,2.1089187178793387,0.6304664656173046,0.4863593614937501,1.9611497383459804,-0.5777571251785443,1
-5.710012466088324,-0.0014939080196652021,-2.3621180316452817,-3.531442249598709,3.5444305952787003,0.2388985405925678,-0.7840149163717218,1.8753587074322033,1
-1.306205633981765,0.22924722235432682,-1.2430090533678642,-0.4952889902900057,2.0737435646051168,-0.1866423522859558,-0.42827196854807714,-1.4929021698924667,1
-2.829756761606155,-1.7316080301339034,-3.154709663360597,-0.6117919195915831,1.563752497354339,0.017681150617190302,1.7763589905705386,0.7735198373717336,1
0.5460639212516136,-1.1772293169922283,0.010800046007642727,-0.507775420702114,-1.4459919947149245,1.2652727147938378,-4.39929112301369,1.3278173744523971,0
0.1575042086238669,-0.35023656711772,-3.0315471129779605,-1.3461601166731059,-3.0626767322031307,-4.342866100495868,2.3454160260219217,-3.623248189721305,0
-0.8472182737841845,3.3512689640370654,1.0531248875007662,2.1330355187579197,2.1912831251460867,0.5061441179485605,1.4913074496224452,-1.0280775126864428,1
-2.3058103698545573,1.7545315833578434,0.43888012298431067,-2.2995609988509864,2.6075327548527945,-0.5765674126056961,-0.5133502275018456,-0.5778032188151402,0
-2.8236631264069745,0.023904384140915225,-2.176430698885174,-0.761124345517588,2.2396716141531385,-0.0022105073973223742,0.10868204369139933,-0.31587277165282934,1
-1.6627527176449939,2.8074257177717827,0.9124126624398217,2.2250870943718892,3.08942824306616,2.5298505962496782,-1.604052994181111,0.5457625379408879,0
0.42644586883787766,0.9694621855965956,-0.09473221502440887,2.7592440376495846,1.0198420884758925,1.4235658540269076,-0.6756687259570341,-0.8177973441541948,0
1.2813281543699442,1.2586502067621612,-0.5004875794807645,5.068139120332969,1.228105701507642,1.6351084927357058,0.8653353777664303,-1.961572841770821,1
-2.310919940394205,2.594175844491719,0.1093300316542054,0.7042082372416039,-0.6021678722282697,-0.16669300303461196,1.8940128678568733,1.7902971923016857,1
-1.3911900491876328,1.3380071186656437,-1.88480329667337,1.2273584267458566,0.3604120576292206,-0.0783666237853919,-0.9426274570143225,-1.4182396776720878,0
-2.6953427150204257,1.412742674873786,-1.3277460950154774,-0.2719456384332266,2.3059865748718265,0.2927836129683495,-0.945685975052946,-0.5929999331590137,1
